amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,0,"499,500,500",lemon,999.0,2019-01-01 03:22:09.858123
0.5,0,"498,500,500",lemon,998.5,2019-01-01 04:13:40.719067
1.0,0,"497,500,500",lemon,997.5,2019-01-01 04:47:22.784488
1.0,0,"496,500,500",lemon,996.5,2019-01-01 05:21:04.502702
1.0,15,"496,499,500",oolong,995.5,2019-01-01 05:45:07.604767
1.0,15,"496,498,500",oolong,994.5,2019-01-01 06:09:10.158955
1.0,0,"495,498,500",lemon,993.5,2019-01-01 06:27:33.167596
1.0,0,"494,498,500",lemon,992.5,2019-01-01 06:45:59.686023
0.5,20,"494,498,499",strawberry,992.0,2019-01-01 07:04:22.788003
0.5,0,"493,498,499",lemon,991.5,2019-01-01 07:19:18.146834
1.0,0,"492,498,499",lemon,990.5,2019-01-01 07:34:14.281675
0.5,0,"491,498,499",lemon,990.0,2019-01-01 07:49:09.534413
0.5,-1,"491,498,499",water,989.5,2019-01-01 08:04:03.299815
1.0,0,"490,498,499",lemon,988.5,2019-01-01 08:16:44.684222
0.5,15,"490,497,499",oolong,988.0,2019-01-01 08:29:24.112245
1.0,20,"490,497,498",strawberry,987.0,2019-01-01 08:42:05.020213
0.5,0,"489,497,498",lemon,986.5,2019-01-01 08:54:49.898146
1.0,20,"489,497,497",strawberry,985.5,2019-01-01 09:07:33.231524
0.5,-1,"489,497,497",water,985.0,2019-01-01 09:18:45.255864
1.0,15,"489,496,497",oolong,984.0,2019-01-01 09:29:56.587386
1.0,0,"488,496,497",lemon,983.0,2019-01-01 09:41:08.299426
0.5,15,"488,495,497",oolong,982.5,2019-01-01 09:52:19.730467
1.0,0,"487,495,497",lemon,981.5,2019-01-01 10:03:31.919122
0.5,15,"487,494,497",oolong,981.0,2019-01-01 10:13:49.677768
1.0,-1,"487,494,497",water,980.0,2019-01-01 10:24:08.189027
1.0,15,"487,493,497",oolong,979.0,2019-01-01 10:34:25.669422
1.0,0,"486,493,497",lemon,978.0,2019-01-01 10:44:43.602591
1.0,0,"485,493,497",lemon,977.0,2019-01-01 10:55:01.307304
0.5,-1,"485,493,497",water,976.5,2019-01-01 11:05:19.358069
1.0,15,"485,492,497",oolong,975.5,2019-01-01 11:15:07.749215
0.5,-1,"485,492,497",water,975.0,2019-01-01 11:24:55.752906
1.0,0,"484,492,497",lemon,974.0,2019-01-01 11:34:44.040215
1.0,15,"484,491,497",oolong,973.0,2019-01-01 11:44:31.109908
1.0,0,"483,491,497",lemon,972.0,2019-01-01 11:54:18.274521
