amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,8,"499,500,500",green_tea,499.0,2019-01-01 02:39:44.962131
0.5,8,"498,500,500",green_tea,498.5,2019-01-01 03:48:07.496003
1.0,12,"498,500,499",orange,497.5,2019-01-01 04:28:47.725582
1.0,8,"497,500,499",green_tea,496.5,2019-01-01 04:55:25.294463
1.0,2,"497,499,499",grapefruit,495.5,2019-01-01 05:22:04.328420
1.0,2,"497,498,499",grapefruit,494.5,2019-01-01 05:41:04.344138
1.0,2,"497,497,499",grapefruit,493.5,2019-01-01 06:00:04.193895
1.0,8,"496,497,499",green_tea,492.5,2019-01-01 06:14:39.358140
0.5,12,"496,497,498",orange,492.0,2019-01-01 06:29:11.105939
0.5,8,"495,497,498",green_tea,491.5,2019-01-01 06:43:45.779605
1.0,8,"494,497,498",green_tea,490.5,2019-01-01 06:58:21.411869
0.5,8,"493,497,498",green_tea,490.0,2019-01-01 07:12:55.954479
0.5,-1,"493,497,498",water,489.5,2019-01-01 07:24:42.432546
1.0,12,"493,497,497",orange,488.5,2019-01-01 07:36:31.670066
0.5,12,"493,497,496",orange,488.0,2019-01-01 07:48:18.603960
1.0,12,"493,497,495",orange,487.0,2019-01-01 08:00:07.280478
0.5,12,"493,497,494",orange,486.5,2019-01-01 08:10:13.102411
1.0,12,"493,497,493",orange,485.5,2019-01-01 08:20:17.379790
0.5,-1,"493,497,493",water,485.0,2019-01-01 08:30:17.336130
1.0,2,"493,496,493",grapefruit,484.0,2019-01-01 08:40:16.509971
1.0,8,"492,496,493",green_tea,483.0,2019-01-01 08:50:16.113586
0.5,2,"492,495,493",grapefruit,482.5,2019-01-01 09:00:15.399829
1.0,2,"492,494,493",grapefruit,481.5,2019-01-01 09:09:06.761388
0.5,2,"492,493,493",grapefruit,481.0,2019-01-01 09:17:58.019199
1.0,-1,"492,493,493",water,480.0,2019-01-01 09:26:50.095807
1.0,2,"492,492,493",grapefruit,479.0,2019-01-01 09:35:41.050898
1.0,8,"491,492,493",green_tea,478.0,2019-01-01 09:44:32.498579
1.0,8,"490,492,493",green_tea,477.0,2019-01-01 09:53:23.697714
0.5,-1,"490,492,493",water,476.5,2019-01-01 10:02:15.273333
1.0,2,"490,491,493",grapefruit,475.5,2019-01-01 10:10:24.118932
0.5,-1,"490,491,493",water,475.0,2019-01-01 10:18:32.557388
1.0,2,"490,490,493",grapefruit,474.0,2019-01-01 10:26:41.293873
0.5,-1,"490,490,493",water,473.5,2019-01-01 10:34:50.227779
1.0,8,"489,490,493",green_tea,472.5,2019-01-01 10:42:57.784520
1.0,2,"489,489,493",grapefruit,471.5,2019-01-01 10:51:05.308579
0.5,2,"489,488,493",grapefruit,471.0,2019-01-01 10:59:13.217261
1.0,-1,"489,488,493",water,470.0,2019-01-01 11:07:22.005018
1.0,2,"489,487,493",grapefruit,469.0,2019-01-01 11:15:06.675453
0.5,-1,"489,487,493",water,468.5,2019-01-01 11:22:52.252253
1.0,12,"489,487,492",orange,467.5,2019-01-01 11:30:36.671588
1.0,8,"488,487,492",green_tea,466.5,2019-01-01 11:38:21.663279
1.0,12,"488,487,491",orange,465.5,2019-01-01 11:46:05.768172
0.5,-1,"488,487,491",water,465.0,2019-01-01 11:53:49.884066
0.5,2,"488,486,491",grapefruit,464.5,2019-01-01 12:01:39.731838
0.5,8,"487,486,491",green_tea,464.0,2019-01-01 12:09:17.152278
1.0,2,"487,485,491",grapefruit,463.0,2019-01-01 12:16:53.720744
1.0,2,"487,484,491",grapefruit,462.0,2019-01-01 12:24:32.611561
1.0,8,"486,484,491",green_tea,461.0,2019-01-01 12:32:10.468493
0.5,-1,"486,484,491",water,460.5,2019-01-01 12:39:46.922066
1.0,2,"486,483,491",grapefruit,459.5,2019-01-01 12:47:24.331877
1.0,8,"485,483,491",green_tea,458.5,2019-01-01 12:55:00.698479
0.5,8,"484,483,491",green_tea,458.0,2019-01-01 13:02:38.552463
1.0,8,"483,483,491",green_tea,457.0,2019-01-01 13:10:25.368147
0.5,8,"482,483,491",green_tea,456.5,2019-01-01 13:18:10.898863
0.5,12,"482,483,490",orange,456.0,2019-01-01 13:25:54.844158
1.0,12,"482,483,489",orange,455.0,2019-01-01 13:33:41.842253
1.0,12,"482,483,488",orange,454.0,2019-01-01 13:41:25.965445
0.5,-1,"482,483,488",water,453.5,2019-01-01 13:49:10.413756
0.5,8,"481,483,488",green_tea,453.0,2019-01-01 13:56:54.580950
0.5,-1,"481,483,488",water,452.5,2019-01-01 14:04:39.179372
1.0,8,"480,483,488",green_tea,451.5,2019-01-01 14:12:48.227343
1.0,12,"480,483,487",orange,450.5,2019-01-01 14:20:56.048788
0.5,2,"480,482,487",grapefruit,450.0,2019-01-01 14:29:03.906713
1.0,2,"480,481,487",grapefruit,449.0,2019-01-01 14:37:12.468134
0.5,12,"480,481,486",orange,448.5,2019-01-01 14:45:20.022623
0.5,-1,"480,481,486",water,448.0,2019-01-01 14:53:27.704439
1.0,12,"480,481,485",orange,447.0,2019-01-01 15:01:37.537934
1.0,-1,"480,481,485",water,446.0,2019-01-01 15:10:29.288332
0.5,8,"479,481,485",green_tea,445.5,2019-01-01 15:19:19.694912
1.0,8,"478,481,485",green_tea,444.5,2019-01-01 15:28:15.359320
0.5,12,"478,481,484",orange,444.0,2019-01-01 15:37:06.380309
1.0,2,"478,480,484",grapefruit,443.0,2019-01-01 15:45:57.219599
1.0,2,"478,479,484",grapefruit,442.0,2019-01-01 15:54:48.944276
1.0,2,"478,478,484",grapefruit,441.0,2019-01-01 16:03:40.121645
1.0,12,"478,478,483",orange,440.0,2019-01-01 16:13:40.330441
0.5,12,"478,478,482",orange,439.5,2019-01-01 16:23:40.625414
1.0,12,"478,478,481",orange,438.5,2019-01-01 16:33:39.718063
1.0,2,"478,477,481",grapefruit,437.5,2019-01-01 16:43:43.453144
0.5,8,"477,477,481",green_tea,437.0,2019-01-01 16:53:43.105567
1.0,2,"477,476,481",grapefruit,436.0,2019-01-01 17:03:43.464954
1.0,-1,"477,476,481",water,435.0,2019-01-01 17:15:29.090313
1.0,12,"477,476,480",orange,434.0,2019-01-01 17:27:23.767670
1.0,8,"476,476,480",green_tea,433.0,2019-01-01 17:39:09.928702
0.5,8,"475,476,480",green_tea,432.5,2019-01-01 17:50:58.662221
1.0,-1,"475,476,480",water,431.5,2019-01-01 18:02:44.915641
