amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,25,"499,500,500",pine_needle,499.0,2019-01-01 01:00:18.259842
0.5,25,"498,500,500",pine_needle,498.5,2019-01-01 01:45:27.345917
1.0,14,"498,500,499",cherry,497.5,2019-01-01 02:30:27.936305
1.0,25,"497,500,499",pine_needle,496.5,2019-01-01 02:56:14.561904
1.0,8,"497,499,499",green_tea,495.5,2019-01-01 03:22:04.944513
1.0,8,"497,498,499",green_tea,494.5,2019-01-01 03:37:27.050734
1.0,25,"496,498,499",pine_needle,493.5,2019-01-01 03:52:48.801634
1.0,25,"495,498,499",pine_needle,492.5,2019-01-01 04:08:20.379028
0.5,14,"495,498,498",cherry,492.0,2019-01-01 04:18:24.132945
0.5,25,"494,498,498",pine_needle,491.5,2019-01-01 04:28:33.250951
1.0,25,"493,498,498",pine_needle,490.5,2019-01-01 04:38:44.126386
0.5,25,"492,498,498",pine_needle,490.0,2019-01-01 04:48:53.004123
0.5,-1,"492,498,498",water,489.5,2019-01-01 04:58:58.513494
1.0,25,"491,498,498",pine_needle,488.5,2019-01-01 05:09:10.272197
0.5,14,"491,498,497",cherry,488.0,2019-01-01 05:16:22.908013
1.0,14,"491,498,496",cherry,487.0,2019-01-01 05:23:38.358814
0.5,14,"491,498,495",cherry,486.5,2019-01-01 05:31:01.360837
1.0,14,"491,498,494",cherry,485.5,2019-01-01 05:38:21.424982
0.5,-1,"491,498,494",water,485.0,2019-01-01 05:45:33.270129
1.0,8,"491,497,494",green_tea,484.0,2019-01-01 05:52:43.626898
1.0,25,"490,497,494",pine_needle,483.0,2019-01-01 05:59:54.801132
0.5,8,"490,496,494",green_tea,482.5,2019-01-01 06:07:05.371699
1.0,25,"489,496,494",pine_needle,481.5,2019-01-01 06:12:35.877924
0.5,8,"489,495,494",green_tea,481.0,2019-01-01 06:18:06.213709
1.0,-1,"489,495,494",water,480.0,2019-01-01 06:23:37.894635
1.0,8,"489,494,494",green_tea,479.0,2019-01-01 06:29:07.733104
1.0,25,"488,494,494",pine_needle,478.0,2019-01-01 06:34:38.380812
1.0,25,"487,494,494",pine_needle,477.0,2019-01-01 06:40:08.620203
0.5,-1,"487,494,494",water,476.5,2019-01-01 06:45:39.478091
1.0,8,"487,493,494",green_tea,475.5,2019-01-01 06:51:10.762307
0.5,-1,"487,493,494",water,475.0,2019-01-01 06:56:41.318837
1.0,25,"486,493,494",pine_needle,474.0,2019-01-01 07:02:12.408033
1.0,8,"486,492,494",green_tea,473.0,2019-01-01 07:06:38.582263
1.0,25,"485,492,494",pine_needle,472.0,2019-01-01 07:11:04.900807
1.0,8,"485,491,494",green_tea,471.0,2019-01-01 07:15:31.172065
0.5,8,"485,490,494",green_tea,470.5,2019-01-01 07:19:57.999819
1.0,-1,"485,490,494",water,469.5,2019-01-01 07:24:26.099476
1.0,8,"485,489,494",green_tea,468.5,2019-01-01 07:28:53.467249
0.5,-1,"485,489,494",water,468.0,2019-01-01 07:33:22.213046
1.0,14,"485,489,493",cherry,467.0,2019-01-01 07:37:49.199051
