amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,24,"500,499,500",eucalyptus,999.0,2019-01-01 02:18:09.286101
1.0,24,"500,498,500",eucalyptus,998.0,2019-01-01 03:17:41.145111
0.5,5,"499,498,500",blackberry,997.5,2019-01-01 03:52:57.977484
0.5,-1,"499,498,500",water,997.0,2019-01-01 04:28:07.431430
1.0,5,"498,498,500",blackberry,996.0,2019-01-01 04:51:10.519382
1.0,5,"497,498,500",blackberry,995.0,2019-01-01 05:14:12.839227
1.0,24,"497,497,500",eucalyptus,994.0,2019-01-01 05:30:38.658389
1.0,24,"497,496,500",eucalyptus,993.0,2019-01-01 05:47:09.067245
0.5,5,"496,496,500",blackberry,992.5,2019-01-01 06:03:35.008463
1.0,-1,"496,496,500",water,991.5,2019-01-01 06:16:09.951451
1.0,5,"495,496,500",blackberry,990.5,2019-01-01 06:28:46.370826
0.5,5,"494,496,500",blackberry,990.0,2019-01-01 06:41:22.968693
1.0,5,"493,496,500",blackberry,989.0,2019-01-01 06:53:58.216305
1.0,5,"492,496,500",blackberry,988.0,2019-01-01 07:06:37.031067
0.5,-1,"492,496,500",water,987.5,2019-01-01 07:16:47.282855
0.5,24,"492,495,500",eucalyptus,987.0,2019-01-01 07:26:57.380188
1.0,24,"492,494,500",eucalyptus,986.0,2019-01-01 07:37:08.919529
1.0,24,"492,493,500",eucalyptus,985.0,2019-01-01 07:47:19.206668
0.5,5,"491,493,500",blackberry,984.5,2019-01-01 07:57:29.794407
1.0,-1,"491,493,500",water,983.5,2019-01-01 08:07:39.778399
0.5,24,"491,492,500",eucalyptus,983.0,2019-01-01 08:16:18.742612
0.5,5,"490,492,500",blackberry,982.5,2019-01-01 08:24:57.297491
1.0,24,"490,491,500",eucalyptus,981.5,2019-01-01 08:33:36.459662
0.5,5,"489,491,500",blackberry,981.0,2019-01-01 08:42:15.504655
1.0,-1,"489,491,500",water,980.0,2019-01-01 08:50:55.474433
1.0,5,"488,491,500",blackberry,979.0,2019-01-01 08:59:34.177522
1.0,5,"487,491,500",blackberry,978.0,2019-01-01 09:08:15.013013
0.5,24,"487,490,500",eucalyptus,977.5,2019-01-01 09:15:53.942842
0.5,5,"486,490,500",blackberry,977.0,2019-01-01 09:23:37.634897
1.0,5,"485,490,500",blackberry,976.0,2019-01-01 09:31:17.771106
1.0,5,"484,490,500",blackberry,975.0,2019-01-01 09:38:56.508406
1.0,24,"484,489,500",eucalyptus,974.0,2019-01-01 09:46:36.525905
0.5,-1,"484,489,500",water,973.5,2019-01-01 09:54:16.758186
1.0,24,"484,488,500",eucalyptus,972.5,2019-01-01 10:01:55.492194
0.5,5,"483,488,500",blackberry,972.0,2019-01-01 10:08:57.801280
0.5,24,"483,487,500",eucalyptus,971.5,2019-01-01 10:16:02.302651
0.5,-1,"483,487,500",water,971.0,2019-01-01 10:23:06.138401
1.0,-1,"483,487,500",water,970.0,2019-01-01 10:30:11.402753
0.5,24,"483,486,500",eucalyptus,969.5,2019-01-01 10:37:13.806826
1.0,24,"483,485,500",eucalyptus,968.5,2019-01-01 10:44:17.182655
1.0,24,"483,484,500",eucalyptus,967.5,2019-01-01 10:51:19.898831
1.0,-1,"483,484,500",water,966.5,2019-01-01 10:58:25.900331
0.5,-1,"483,484,500",water,966.0,2019-01-01 11:05:27.696207
0.5,5,"482,484,500",blackberry,965.5,2019-01-01 11:12:14.827496
0.5,24,"482,483,500",eucalyptus,965.0,2019-01-01 11:18:57.075878
1.0,5,"481,483,500",blackberry,964.0,2019-01-01 11:25:40.305891
1.0,5,"480,483,500",blackberry,963.0,2019-01-01 11:32:24.048902
1.0,24,"480,482,500",eucalyptus,962.0,2019-01-01 11:39:06.740976
0.5,-1,"480,482,500",water,961.5,2019-01-01 11:45:48.006543
1.0,24,"480,481,500",eucalyptus,960.5,2019-01-01 11:52:30.244121
1.0,24,"480,480,500",eucalyptus,959.5,2019-01-01 11:59:11.421284
0.5,24,"480,479,500",eucalyptus,959.0,2019-01-01 12:05:54.110360
1.0,-1,"480,479,500",water,958.0,2019-01-01 12:12:28.786315
0.5,24,"480,478,500",eucalyptus,957.5,2019-01-01 12:19:05.064565
0.5,-1,"480,478,500",water,957.0,2019-01-01 12:25:39.761306
1.0,24,"480,477,500",eucalyptus,956.0,2019-01-01 12:32:17.483125
1.0,24,"480,476,500",eucalyptus,955.0,2019-01-01 12:38:52.376690
0.5,-1,"480,476,500",water,954.5,2019-01-01 12:45:27.590098
0.5,24,"480,475,500",eucalyptus,954.0,2019-01-01 12:52:02.526951
1.0,5,"479,475,500",blackberry,953.0,2019-01-01 12:58:37.311978
1.0,5,"478,475,500",blackberry,952.0,2019-01-01 13:05:13.619464
1.0,-1,"478,475,500",water,951.0,2019-01-01 13:11:54.889823
0.5,5,"477,475,500",blackberry,950.5,2019-01-01 13:18:36.147837
0.5,24,"477,474,500",eucalyptus,950.0,2019-01-01 13:25:17.581500
0.5,5,"476,474,500",blackberry,949.5,2019-01-01 13:31:58.843200
0.5,-1,"476,474,500",water,949.0,2019-01-01 13:38:40.226069
1.0,24,"476,473,500",eucalyptus,948.0,2019-01-01 13:45:23.656570
1.0,-1,"476,473,500",water,947.0,2019-01-01 13:52:06.072831
0.5,24,"476,472,500",eucalyptus,946.5,2019-01-01 13:58:47.313628
0.5,5,"475,472,500",blackberry,946.0,2019-01-01 14:05:30.305824
1.0,-1,"475,472,500",water,945.0,2019-01-01 14:12:32.218794
1.0,5,"474,472,500",blackberry,944.0,2019-01-01 14:19:34.245730
1.0,24,"474,471,500",eucalyptus,943.0,2019-01-01 14:26:37.086485
1.0,5,"473,471,500",blackberry,942.0,2019-01-01 14:33:39.424173
1.0,5,"472,471,500",blackberry,941.0,2019-01-01 14:40:41.250966
0.5,24,"472,470,500",eucalyptus,940.5,2019-01-01 14:47:43.224278
1.0,5,"471,470,500",blackberry,939.5,2019-01-01 14:54:45.416081
1.0,5,"470,470,500",blackberry,938.5,2019-01-01 15:01:46.959081
1.0,5,"469,470,500",blackberry,937.5,2019-01-01 15:09:26.991533
1.0,5,"468,470,500",blackberry,936.5,2019-01-01 15:17:06.487567
1.0,5,"467,470,500",blackberry,935.5,2019-01-01 15:24:46.504343
1.0,-1,"467,470,500",water,934.5,2019-01-01 15:32:27.033387
1.0,24,"467,469,500",eucalyptus,933.5,2019-01-01 15:40:06.914797
1.0,24,"467,468,500",eucalyptus,932.5,2019-01-01 15:47:45.571097
0.5,5,"466,468,500",blackberry,932.0,2019-01-01 15:55:24.640653
0.5,-1,"466,468,500",water,931.5,2019-01-01 16:03:07.027748
1.0,5,"465,468,500",blackberry,930.5,2019-01-01 16:11:47.464916
0.5,5,"464,468,500",blackberry,930.0,2019-01-01 16:20:25.550180
1.0,24,"464,467,500",eucalyptus,929.0,2019-01-01 16:29:03.738794
0.5,-1,"464,467,500",water,928.5,2019-01-01 16:37:42.397609
0.5,-1,"464,467,500",water,928.0,2019-01-01 16:46:20.709473
0.5,24,"464,466,500",eucalyptus,927.5,2019-01-01 16:54:58.765441
0.5,-1,"464,466,500",water,927.0,2019-01-01 17:03:37.048511
1.0,24,"464,465,500",eucalyptus,926.0,2019-01-01 17:13:47.014275
1.0,24,"464,464,500",eucalyptus,925.0,2019-01-01 17:23:57.055601
1.0,24,"464,463,500",eucalyptus,924.0,2019-01-01 17:34:08.506444
1.0,5,"463,463,500",blackberry,923.0,2019-01-01 17:44:19.317443
1.0,24,"463,462,500",eucalyptus,922.0,2019-01-01 17:54:29.731818
1.0,24,"463,461,500",eucalyptus,921.0,2019-01-01 18:04:41.156951
1.0,5,"462,461,500",blackberry,920.0,2019-01-01 18:17:14.998295
1.0,-1,"462,461,500",water,919.0,2019-01-01 18:29:48.728989
1.0,5,"461,461,500",blackberry,918.0,2019-01-01 18:42:22.178536
1.0,24,"461,460,500",eucalyptus,917.0,2019-01-01 18:54:55.634452
