amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,22,"499,500,500",mint,499.0,2019-01-01 01:56:46.670490
0.5,22,"498,500,500",mint,498.5,2019-01-01 03:24:03.022299
1.0,20,"498,499,500",strawberry,497.5,2019-01-01 03:53:47.019721
1.0,22,"497,499,500",mint,496.5,2019-01-01 04:23:30.486911
1.0,20,"497,498,500",strawberry,495.5,2019-01-01 04:42:59.805594
1.0,20,"497,497,500",strawberry,494.5,2019-01-01 05:02:28.356171
1.0,20,"497,496,500",strawberry,493.5,2019-01-01 05:16:21.697367
1.0,22,"496,496,500",mint,492.5,2019-01-01 05:30:19.628257
0.5,20,"496,495,500",strawberry,492.0,2019-01-01 05:44:13.091509
0.5,22,"495,495,500",mint,491.5,2019-01-01 05:58:10.380875
1.0,22,"494,495,500",mint,490.5,2019-01-01 06:12:08.923786
0.5,20,"494,494,500",strawberry,490.0,2019-01-01 06:22:49.076247
0.5,-1,"494,494,500",water,489.5,2019-01-01 06:33:27.391417
1.0,20,"494,493,500",strawberry,488.5,2019-01-01 06:44:09.115314
0.5,20,"494,492,500",strawberry,488.0,2019-01-01 06:54:47.993563
1.0,20,"494,491,500",strawberry,487.0,2019-01-01 07:05:29.024459
0.5,20,"494,490,500",strawberry,486.5,2019-01-01 07:14:12.630551
1.0,20,"494,489,500",strawberry,485.5,2019-01-01 07:22:54.417940
0.5,-1,"494,489,500",water,485.0,2019-01-01 07:31:31.117335
1.0,20,"494,488,500",strawberry,484.0,2019-01-01 07:40:06.895345
1.0,22,"493,488,500",mint,483.0,2019-01-01 07:48:43.179409
0.5,20,"493,487,500",strawberry,482.5,2019-01-01 07:57:19.089771
1.0,20,"493,486,500",strawberry,481.5,2019-01-01 08:05:56.007689
0.5,20,"493,485,500",strawberry,481.0,2019-01-01 08:13:14.889207
1.0,-1,"493,485,500",water,480.0,2019-01-01 08:20:34.695509
1.0,20,"493,484,500",strawberry,479.0,2019-01-01 08:27:53.235122
1.0,22,"492,484,500",mint,478.0,2019-01-01 08:35:12.331087
1.0,22,"491,484,500",mint,477.0,2019-01-01 08:42:31.146334
0.5,-1,"491,484,500",water,476.5,2019-01-01 08:49:50.386797
1.0,20,"491,483,500",strawberry,475.5,2019-01-01 08:57:09.920361
0.5,-1,"491,483,500",water,475.0,2019-01-01 09:04:28.953642
1.0,20,"491,482,500",strawberry,474.0,2019-01-01 09:10:57.994947
0.5,-1,"491,482,500",water,473.5,2019-01-01 09:17:27.251035
1.0,22,"490,482,500",mint,472.5,2019-01-01 09:23:55.008848
1.0,20,"490,481,500",strawberry,471.5,2019-01-01 09:30:22.731106
0.5,20,"490,480,500",strawberry,471.0,2019-01-01 09:36:50.871811
1.0,-1,"490,480,500",water,470.0,2019-01-01 09:43:19.968897
1.0,20,"490,479,500",strawberry,469.0,2019-01-01 09:49:48.515659
0.5,-1,"490,479,500",water,468.5,2019-01-01 09:56:18.098599
1.0,20,"490,478,500",strawberry,467.5,2019-01-01 10:02:46.358296
