amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,11,"499,500,500",lemonade,499.0,2019-01-01 03:18:50.222299
0.5,11,"498,500,500",lemonade,498.5,2019-01-01 04:09:30.271518
1.0,12,"498,499,500",orange,497.5,2019-01-01 04:42:39.064302
1.0,11,"497,499,500",lemonade,496.5,2019-01-01 05:15:47.509878
1.0,0,"497,499,499",lemon,495.5,2019-01-01 05:39:26.879140
1.0,0,"497,499,498",lemon,494.5,2019-01-01 06:03:05.700524
1.0,0,"497,499,497",lemon,493.5,2019-01-01 06:21:10.560455
1.0,11,"496,499,497",lemonade,492.5,2019-01-01 06:39:18.930170
0.5,12,"496,498,497",orange,492.0,2019-01-01 06:57:23.883439
0.5,11,"495,498,497",lemonade,491.5,2019-01-01 07:15:31.762575
1.0,11,"494,498,497",lemonade,490.5,2019-01-01 07:30:13.205554
0.5,0,"494,498,496",lemon,490.0,2019-01-01 07:44:53.766429
0.5,-1,"494,498,496",water,489.5,2019-01-01 07:59:32.839969
1.0,0,"494,498,495",lemon,488.5,2019-01-01 08:14:14.672964
0.5,12,"494,497,495",orange,488.0,2019-01-01 08:26:41.623748
1.0,12,"494,496,495",orange,487.0,2019-01-01 08:39:10.054477
0.5,12,"494,495,495",orange,486.5,2019-01-01 08:51:42.455171
1.0,12,"494,494,495",orange,485.5,2019-01-01 09:04:13.311311
0.5,-1,"494,494,495",water,485.0,2019-01-01 09:15:14.288388
1.0,0,"494,494,494",lemon,484.0,2019-01-01 09:26:14.572648
1.0,11,"493,494,494",lemonade,483.0,2019-01-01 09:37:15.237426
0.5,0,"493,494,493",lemon,482.5,2019-01-01 09:48:15.621205
1.0,0,"493,494,492",lemon,481.5,2019-01-01 09:59:16.762598
0.5,0,"493,494,491",lemon,481.0,2019-01-01 10:10:17.800242
1.0,-1,"493,494,491",water,480.0,2019-01-01 10:20:26.157215
1.0,0,"493,494,490",lemon,479.0,2019-01-01 10:30:33.483326
1.0,11,"492,494,490",lemonade,478.0,2019-01-01 10:40:41.262209
1.0,11,"491,494,490",lemonade,477.0,2019-01-01 10:50:48.812638
0.5,-1,"491,494,490",water,476.5,2019-01-01 11:00:56.709117
1.0,0,"491,494,489",lemon,475.5,2019-01-01 11:10:35.437002
0.5,-1,"491,494,489",water,475.0,2019-01-01 11:20:13.777431
1.0,0,"491,494,488",lemon,474.0,2019-01-01 11:29:52.401478
0.5,-1,"491,494,488",water,473.5,2019-01-01 11:39:31.213399
1.0,11,"490,494,488",lemonade,472.5,2019-01-01 11:49:08.714750
1.0,0,"490,494,487",lemon,471.5,2019-01-01 11:58:46.185000
0.5,0,"490,494,486",lemon,471.0,2019-01-01 12:08:24.021273
1.0,-1,"490,494,486",water,470.0,2019-01-01 12:17:53.304685
1.0,0,"490,494,485",lemon,469.0,2019-01-01 12:27:22.114526
0.5,-1,"490,494,485",water,468.5,2019-01-01 12:36:51.816028
1.0,12,"490,493,485",orange,467.5,2019-01-01 12:46:20.378844
1.0,11,"489,493,485",lemonade,466.5,2019-01-01 12:55:49.504730
1.0,12,"489,492,485",orange,465.5,2019-01-01 13:05:17.758207
0.5,-1,"489,492,485",water,465.0,2019-01-01 13:14:55.395125
0.5,0,"489,492,484",lemon,464.5,2019-01-01 13:24:38.763922
0.5,11,"488,492,484",lemonade,464.0,2019-01-01 13:34:17.249813
1.0,0,"488,492,483",lemon,463.0,2019-01-01 13:43:54.869676
1.0,0,"488,492,482",lemon,462.0,2019-01-01 13:53:34.850195
1.0,11,"487,492,482",lemonade,461.0,2019-01-01 14:03:13.779778
0.5,-1,"487,492,482",water,460.5,2019-01-01 14:13:20.627744
1.0,0,"487,492,481",lemon,459.5,2019-01-01 14:23:28.497113
1.0,11,"486,492,481",lemonade,458.5,2019-01-01 14:33:35.252183
0.5,11,"485,492,481",lemonade,458.0,2019-01-01 14:43:43.595992
1.0,11,"484,492,481",lemonade,457.0,2019-01-01 14:53:53.421578
0.5,11,"483,492,481",lemonade,456.5,2019-01-01 15:04:01.896902
0.5,12,"483,491,481",orange,456.0,2019-01-01 15:15:02.069615
1.0,12,"483,490,481",orange,455.0,2019-01-01 15:26:05.732356
1.0,0,"483,490,480",lemon,454.0,2019-01-01 15:37:06.108444
0.5,-1,"483,490,480",water,453.5,2019-01-01 15:48:06.856214
0.5,11,"482,490,480",lemonade,453.0,2019-01-01 15:59:07.282606
