amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,14,"499,500,500",cherry,499.0,2019-01-01 02:07:07.441045
0.5,14,"498,500,500",cherry,498.5,2019-01-01 03:01:33.336616
1.0,16,"498,500,499",pomegranate,497.5,2019-01-01 03:33:55.333853
1.0,14,"497,500,499",cherry,496.5,2019-01-01 04:06:16.800857
1.0,9,"497,499,499",acai,495.5,2019-01-01 04:27:29.581299
1.0,9,"497,498,499",acai,494.5,2019-01-01 04:48:41.593635
1.0,9,"497,497,499",acai,493.5,2019-01-01 05:09:53.373299
1.0,14,"496,497,499",cherry,492.5,2019-01-01 05:25:05.101693
0.5,16,"496,497,498",pomegranate,492.0,2019-01-01 05:40:12.362451
0.5,14,"495,497,498",cherry,491.5,2019-01-01 05:55:23.449321
1.0,14,"494,497,498",cherry,490.5,2019-01-01 06:10:35.789737
0.5,9,"494,496,498",acai,490.0,2019-01-01 06:22:12.375885
0.5,-1,"494,496,498",water,489.5,2019-01-01 06:33:47.124742
1.0,9,"494,495,498",acai,488.5,2019-01-01 06:45:25.282325
0.5,16,"494,495,497",pomegranate,488.0,2019-01-01 06:57:00.594261
1.0,16,"494,495,496",pomegranate,487.0,2019-01-01 07:08:38.058844
0.5,16,"494,495,495",pomegranate,486.5,2019-01-01 07:18:07.349500
1.0,16,"494,495,494",pomegranate,485.5,2019-01-01 07:27:34.821453
0.5,-1,"494,495,494",water,485.0,2019-01-01 07:36:57.205412
1.0,9,"494,494,494",acai,484.0,2019-01-01 07:46:18.667985
1.0,14,"493,494,494",cherry,483.0,2019-01-01 07:55:40.636613
0.5,9,"493,493,494",acai,482.5,2019-01-01 08:05:02.231539
1.0,9,"493,492,494",acai,481.5,2019-01-01 08:13:00.028394
0.5,9,"493,491,494",acai,481.0,2019-01-01 08:20:57.708072
1.0,-1,"493,491,494",water,480.0,2019-01-01 08:28:56.312533
1.0,9,"493,490,494",acai,479.0,2019-01-01 08:36:53.650306
1.0,14,"492,490,494",cherry,478.0,2019-01-01 08:44:51.544431
1.0,14,"491,490,494",cherry,477.0,2019-01-01 08:52:49.157837
0.5,-1,"491,490,494",water,476.5,2019-01-01 09:00:47.196460
1.0,9,"491,489,494",acai,475.5,2019-01-01 09:07:50.708101
0.5,-1,"491,489,494",water,475.0,2019-01-01 09:14:53.776794
1.0,9,"491,488,494",acai,474.0,2019-01-01 09:21:57.169725
0.5,-1,"491,488,494",water,473.5,2019-01-01 09:29:00.777438
1.0,14,"490,488,494",cherry,472.5,2019-01-01 09:36:02.886878
1.0,9,"490,487,494",acai,471.5,2019-01-01 09:43:04.960761
0.5,9,"490,486,494",acai,471.0,2019-01-01 09:50:07.453091
1.0,-1,"490,486,494",water,470.0,2019-01-01 09:57:10.901803
1.0,9,"490,485,494",acai,469.0,2019-01-01 10:04:13.800190
