amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,3,"499,500,500",raspberry,499.0,2019-01-01 03:54:10.977003
0.5,3,"498,500,500",raspberry,498.5,2019-01-01 04:53:50.805123
1.0,16,"498,499,500",pomegranate,497.5,2019-01-01 05:32:53.057025
1.0,3,"497,499,500",raspberry,496.5,2019-01-01 06:00:43.497621
1.0,0,"497,499,499",lemon,495.5,2019-01-01 06:22:01.699313
1.0,0,"497,499,498",lemon,494.5,2019-01-01 06:43:19.482038
1.0,3,"496,499,498",raspberry,493.5,2019-01-01 07:04:37.137851
1.0,3,"495,499,498",raspberry,492.5,2019-01-01 07:21:54.275329
0.5,16,"495,498,498",pomegranate,492.0,2019-01-01 07:39:08.647102
0.5,3,"494,498,498",raspberry,491.5,2019-01-01 07:56:25.387443
1.0,3,"493,498,498",raspberry,490.5,2019-01-01 08:13:42.903794
0.5,3,"492,498,498",raspberry,490.0,2019-01-01 08:28:23.277768
0.5,-1,"492,498,498",water,489.5,2019-01-01 08:43:02.388605
1.0,3,"491,498,498",raspberry,488.5,2019-01-01 08:57:43.842941
0.5,0,"491,498,497",lemon,488.0,2019-01-01 09:12:23.340894
1.0,16,"491,497,497",pomegranate,487.0,2019-01-01 09:25:23.352707
0.5,0,"491,497,496",lemon,486.5,2019-01-01 09:38:26.879500
1.0,16,"491,496,496",pomegranate,485.5,2019-01-01 09:51:29.038755
0.5,-1,"491,496,496",water,485.0,2019-01-01 10:04:27.372191
1.0,0,"491,496,495",lemon,484.0,2019-01-01 10:16:22.154223
1.0,3,"490,496,495",raspberry,483.0,2019-01-01 10:28:17.286015
0.5,0,"490,496,494",lemon,482.5,2019-01-01 10:40:12.159522
1.0,0,"490,496,493",lemon,481.5,2019-01-01 10:52:07.729403
0.5,0,"490,496,492",lemon,481.0,2019-01-01 11:04:03.203922
1.0,-1,"490,496,492",water,480.0,2019-01-01 11:15:24.796996
1.0,0,"490,496,491",lemon,479.0,2019-01-01 11:26:45.409056
1.0,3,"489,496,491",raspberry,478.0,2019-01-01 11:38:06.451994
1.0,3,"488,496,491",raspberry,477.0,2019-01-01 11:49:27.277525
0.5,-1,"488,496,491",water,476.5,2019-01-01 12:00:48.432373
1.0,0,"488,496,490",lemon,475.5,2019-01-01 12:11:58.758255
0.5,-1,"488,496,490",water,475.0,2019-01-01 12:23:08.702970
1.0,3,"487,496,490",raspberry,474.0,2019-01-01 12:34:18.926699
1.0,0,"487,496,489",lemon,473.0,2019-01-01 12:45:27.952570
1.0,3,"486,496,489",raspberry,472.0,2019-01-01 12:56:37.071820
1.0,0,"486,496,488",lemon,471.0,2019-01-01 13:07:46.160474
0.5,0,"486,496,487",lemon,470.5,2019-01-01 13:19:06.650708
1.0,-1,"486,496,487",water,469.5,2019-01-01 13:30:27.977510
1.0,0,"486,496,486",lemon,468.5,2019-01-01 13:41:48.822930
0.5,-1,"486,496,486",water,468.0,2019-01-01 13:53:10.574718
1.0,16,"486,495,486",pomegranate,467.0,2019-01-01 14:04:31.169038
1.0,3,"485,495,486",raspberry,466.0,2019-01-01 14:16:26.948106
1.0,0,"485,495,485",lemon,465.0,2019-01-01 14:28:21.795315
0.5,-1,"485,495,485",water,464.5,2019-01-01 14:40:16.654083
0.5,0,"485,495,484",lemon,464.0,2019-01-01 14:52:17.535986
0.5,3,"484,495,484",raspberry,463.5,2019-01-01 15:04:13.286865
1.0,0,"484,495,483",lemon,462.5,2019-01-01 15:17:10.991469
1.0,0,"484,495,482",lemon,461.5,2019-01-01 15:30:11.394829
1.0,3,"483,495,482",raspberry,460.5,2019-01-01 15:43:10.596734
0.5,-1,"483,495,482",water,460.0,2019-01-01 15:56:08.167823
1.0,0,"483,495,481",lemon,459.0,2019-01-01 16:09:06.850138
1.0,3,"482,495,481",raspberry,458.0,2019-01-01 16:23:44.957233
0.5,3,"481,495,481",raspberry,457.5,2019-01-01 16:38:25.016516
1.0,3,"480,495,481",raspberry,456.5,2019-01-01 16:53:06.896557
0.5,3,"479,495,481",raspberry,456.0,2019-01-01 17:07:47.117441
0.5,16,"479,494,481",pomegranate,455.5,2019-01-01 17:25:01.160981
1.0,16,"479,493,481",pomegranate,454.5,2019-01-01 17:42:19.845945
1.0,0,"479,493,480",lemon,453.5,2019-01-01 17:59:34.159955
0.5,-1,"479,493,480",water,453.0,2019-01-01 18:16:48.968271
0.5,3,"478,493,480",raspberry,452.5,2019-01-01 18:38:06.728709
0.5,-1,"478,493,480",water,452.0,2019-01-01 18:59:25.299042
1.0,3,"477,493,480",raspberry,451.0,2019-01-01 19:20:45.373789
1.0,0,"477,493,479",lemon,450.0,2019-01-01 19:48:36.442103
0.5,0,"477,493,478",lemon,449.5,2019-01-01 20:16:27.595679
1.0,0,"477,493,477",lemon,448.5,2019-01-01 20:55:32.805101
0.5,0,"477,493,476",lemon,448.0,2019-01-01 21:34:34.715098
0.5,-1,"477,493,476",water,447.5,2019-01-01 22:34:11.759086
1.0,0,"477,493,475",lemon,446.5,2019-01-02 00:14:36.458366
1.0,-1,"477,493,475",water,445.5,2019-01-02 04:09:11.770732
0.5,3,"476,493,475",raspberry,445.0,2019-01-02 04:48:13.608757
1.0,3,"475,493,475",raspberry,444.0,2019-01-02 05:27:31.282544
0.5,16,"475,492,475",pomegranate,443.5,2019-01-02 05:55:22.995520
1.0,0,"475,492,474",lemon,442.5,2019-01-02 06:23:14.318153
1.0,3,"474,492,474",raspberry,441.5,2019-01-02 06:44:33.849749
1.0,0,"474,492,473",lemon,440.5,2019-01-02 07:05:52.482215
1.0,0,"474,492,472",lemon,439.5,2019-01-02 07:23:07.892755
0.5,0,"474,492,471",lemon,439.0,2019-01-02 07:40:23.404767
1.0,0,"474,492,470",lemon,438.0,2019-01-02 07:57:37.501051
1.0,0,"474,492,469",lemon,437.0,2019-01-02 08:14:57.063767
0.5,3,"473,492,469",raspberry,436.5,2019-01-02 08:29:35.842119
1.0,0,"473,492,468",lemon,435.5,2019-01-02 08:44:15.327436
1.0,-1,"473,492,468",water,434.5,2019-01-02 08:58:53.714100
1.0,0,"473,492,467",lemon,433.5,2019-01-02 09:13:39.788282
1.0,3,"472,492,467",raspberry,432.5,2019-01-02 09:26:37.908624
0.5,3,"471,492,467",raspberry,432.0,2019-01-02 09:39:37.963298
1.0,-1,"471,492,467",water,431.0,2019-01-02 09:52:36.153109
0.5,0,"471,492,466",lemon,430.5,2019-01-02 10:05:34.455897
1.0,3,"470,492,466",raspberry,429.5,2019-01-02 10:17:29.281998
0.5,16,"470,491,466",pomegranate,429.0,2019-01-02 10:29:24.204039
1.0,-1,"470,491,466",water,428.0,2019-01-02 10:41:22.290683
1.0,3,"469,491,466",raspberry,427.0,2019-01-02 10:53:17.002962
0.5,0,"469,491,465",lemon,426.5,2019-01-02 11:05:12.618723
1.0,-1,"469,491,465",water,425.5,2019-01-02 11:16:33.732002
1.0,0,"469,491,464",lemon,424.5,2019-01-02 11:27:54.709985
0.5,0,"469,491,463",lemon,424.0,2019-01-02 11:39:14.827467
1.0,0,"469,491,462",lemon,423.0,2019-01-02 11:50:35.757028
0.5,0,"469,491,461",lemon,422.5,2019-01-02 12:01:58.098200
0.5,0,"469,491,460",lemon,422.0,2019-01-02 12:13:07.583663
1.0,-1,"469,491,460",water,421.0,2019-01-02 12:24:17.791477
1.0,3,"468,491,460",raspberry,420.0,2019-01-02 12:35:29.123881
1.0,16,"468,490,460",pomegranate,419.0,2019-01-02 12:46:38.662805
0.5,3,"467,490,460",raspberry,418.5,2019-01-02 12:57:48.120093
0.5,-1,"467,490,460",water,418.0,2019-01-02 13:08:57.603063
1.0,3,"466,490,460",raspberry,417.0,2019-01-02 13:20:17.915425
1.0,-1,"466,490,460",water,416.0,2019-01-02 13:31:38.170882
1.0,0,"466,490,459",lemon,415.0,2019-01-02 13:42:58.557410
0.5,3,"465,490,459",raspberry,414.5,2019-01-02 13:54:22.040694
0.5,3,"464,490,459",raspberry,414.0,2019-01-02 14:05:43.384400
1.0,16,"464,489,459",pomegranate,413.0,2019-01-02 14:17:38.136869
1.0,0,"464,489,458",lemon,412.0,2019-01-02 14:29:33.760863
0.5,-1,"464,489,458",water,411.5,2019-01-02 14:41:29.727634
0.5,3,"463,489,458",raspberry,411.0,2019-01-02 14:53:25.466518
1.0,3,"462,489,458",raspberry,410.0,2019-01-02 15:05:20.268773
1.0,3,"461,489,458",raspberry,409.0,2019-01-02 15:18:17.752250
1.0,0,"461,489,457",lemon,408.0,2019-01-02 15:31:16.777225
1.0,3,"460,489,457",raspberry,407.0,2019-01-02 15:44:14.394952
1.0,3,"459,489,457",raspberry,406.0,2019-01-02 15:57:12.187578
1.0,-1,"459,489,457",water,405.0,2019-01-02 16:10:10.390875
0.5,3,"458,489,457",raspberry,404.5,2019-01-02 16:24:49.382309
1.0,3,"457,489,457",raspberry,403.5,2019-01-02 16:39:29.865213
1.0,-1,"457,489,457",water,402.5,2019-01-02 16:54:08.753692
0.5,3,"456,489,457",raspberry,402.0,2019-01-02 17:08:48.243569
1.0,16,"456,488,457",pomegranate,401.0,2019-01-02 17:26:02.267017
1.0,0,"456,488,456",lemon,400.0,2019-01-02 17:43:16.187391
1.0,0,"456,488,455",lemon,399.0,2019-01-02 18:00:32.338420
0.5,-1,"456,488,455",water,398.5,2019-01-02 18:21:49.584269
1.0,3,"455,488,455",raspberry,397.5,2019-01-02 18:43:06.959678
1.0,3,"454,488,455",raspberry,396.5,2019-01-02 19:04:25.931254
1.0,3,"453,488,455",raspberry,395.5,2019-01-02 19:32:17.205782
1.0,3,"452,488,455",raspberry,394.5,2019-01-02 20:00:07.549827
0.5,-1,"452,488,455",water,394.0,2019-01-02 20:39:11.549515
1.0,3,"451,488,455",raspberry,393.0,2019-01-02 21:18:16.263660
1.0,0,"451,488,454",lemon,392.0,2019-01-02 22:17:52.472780
0.5,3,"450,488,454",raspberry,391.5,2019-01-02 23:58:03.610684
1.0,0,"450,488,453",lemon,390.5,2019-01-03 02:53:03.763638
1.0,0,"450,488,452",lemon,389.5,2019-01-03 04:33:11.439330
1.0,0,"450,488,451",lemon,388.5,2019-01-03 05:12:13.610708
1.0,0,"450,488,450",lemon,387.5,2019-01-03 05:40:11.416941
1.0,16,"450,487,450",pomegranate,386.5,2019-01-03 06:08:05.103478
0.5,-1,"450,487,450",water,386.0,2019-01-03 06:29:22.891846
1.0,3,"449,487,450",raspberry,385.0,2019-01-03 06:50:41.215372
1.0,3,"448,487,450",raspberry,384.0,2019-01-03 07:12:02.424240
1.0,3,"447,487,450",raspberry,383.0,2019-01-03 07:29:17.928190
0.5,0,"447,487,449",lemon,382.5,2019-01-03 07:46:32.288738
0.5,0,"447,487,448",lemon,382.0,2019-01-03 08:03:46.240325
0.5,3,"446,487,448",raspberry,381.5,2019-01-03 08:18:24.923960
1.0,0,"446,487,447",lemon,380.5,2019-01-03 08:33:04.458850
1.0,0,"446,487,446",lemon,379.5,2019-01-03 08:47:45.193464
1.0,3,"445,487,446",raspberry,378.5,2019-01-03 09:02:24.729680
1.0,16,"445,486,446",pomegranate,377.5,2019-01-03 09:15:23.740696
1.0,3,"444,486,446",raspberry,376.5,2019-01-03 09:28:21.270541
1.0,16,"444,485,446",pomegranate,375.5,2019-01-03 09:41:19.612921
1.0,0,"444,485,445",lemon,374.5,2019-01-03 09:54:17.794627
0.5,3,"443,485,445",raspberry,374.0,2019-01-03 10:07:15.614674
0.5,-1,"443,485,445",water,373.5,2019-01-03 10:19:10.915273
0.5,3,"442,485,445",raspberry,373.0,2019-01-03 10:31:06.580527
0.5,0,"442,485,444",lemon,372.5,2019-01-03 10:43:01.390669
0.5,0,"442,485,443",lemon,372.0,2019-01-03 10:54:56.166844
1.0,0,"442,485,442",lemon,371.0,2019-01-03 11:06:51.142928
1.0,3,"441,485,442",raspberry,370.0,2019-01-03 11:18:12.846141
1.0,0,"441,485,441",lemon,369.0,2019-01-03 11:29:32.915249
0.5,3,"440,485,441",raspberry,368.5,2019-01-03 11:40:54.732709
1.0,0,"440,485,440",lemon,367.5,2019-01-03 11:52:15.689079
1.0,3,"439,485,440",raspberry,366.5,2019-01-03 12:03:35.968010
0.5,16,"439,484,440",pomegranate,366.0,2019-01-03 12:14:47.179834
1.0,3,"438,484,440",raspberry,365.0,2019-01-03 12:25:58.261069
0.5,16,"438,483,440",pomegranate,364.5,2019-01-03 12:37:09.756329
0.5,0,"438,483,439",lemon,364.0,2019-01-03 12:48:18.929859
1.0,-1,"438,483,439",water,363.0,2019-01-03 12:59:28.338788
0.5,-1,"438,483,439",water,362.5,2019-01-03 13:10:38.072043
0.5,3,"437,483,439",raspberry,362.0,2019-01-03 13:21:59.761294
1.0,3,"436,483,439",raspberry,361.0,2019-01-03 13:33:20.111693
1.0,16,"436,482,439",pomegranate,360.0,2019-01-03 13:44:41.231210
1.0,0,"436,482,438",lemon,359.0,2019-01-03 13:56:02.361181
0.5,3,"435,482,438",raspberry,358.5,2019-01-03 14:07:23.401350
1.0,3,"434,482,438",raspberry,357.5,2019-01-03 14:19:22.438730
1.0,3,"433,482,438",raspberry,356.5,2019-01-03 14:31:17.130344
1.0,0,"433,482,437",lemon,355.5,2019-01-03 14:43:14.466102
0.5,16,"433,481,437",pomegranate,355.0,2019-01-03 14:55:10.290927
1.0,-1,"433,481,437",water,354.0,2019-01-03 15:07:05.477341
1.0,16,"433,480,437",pomegranate,353.0,2019-01-03 15:20:03.913143
1.0,3,"432,480,437",raspberry,352.0,2019-01-03 15:33:01.588306
1.0,0,"432,480,436",lemon,351.0,2019-01-03 15:45:59.664556
0.5,3,"431,480,436",raspberry,350.5,2019-01-03 15:58:57.819572
1.0,3,"430,480,436",raspberry,349.5,2019-01-03 16:11:55.336091
0.5,-1,"430,480,436",water,349.0,2019-01-03 16:26:34.829907
1.0,0,"430,480,435",lemon,348.0,2019-01-03 16:41:12.962648
1.0,3,"429,480,435",raspberry,347.0,2019-01-03 16:55:51.710922
1.0,0,"429,480,434",lemon,346.0,2019-01-03 17:10:30.327246
0.5,0,"429,480,433",lemon,345.5,2019-01-03 17:27:45.100282
0.5,-1,"429,480,433",water,345.0,2019-01-03 17:45:02.358011
0.5,3,"428,480,433",raspberry,344.5,2019-01-03 18:02:18.897699
