amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,15,"499,500,500",oolong,749.0,2019-01-01 01:49:12.487056
0.5,25,"499,500,499",pine_needle,748.5,2019-01-01 03:10:50.083516
1.0,25,"499,500,498",pine_needle,747.5,2019-01-01 03:38:38.481225
1.0,15,"498,500,498",oolong,746.5,2019-01-01 04:06:26.348701
1.0,0,"498,499,498",lemon,745.5,2019-01-01 04:24:39.970145
1.0,0,"498,498,498",lemon,744.5,2019-01-01 04:42:52.823483
1.0,0,"498,497,498",lemon,743.5,2019-01-01 05:01:05.444149
1.0,25,"498,497,497",pine_needle,742.5,2019-01-01 05:14:09.381492
0.5,25,"498,497,496",pine_needle,742.0,2019-01-01 05:27:08.851197
0.5,15,"497,497,496",oolong,741.5,2019-01-01 05:40:12.147016
1.0,25,"497,497,495",pine_needle,740.5,2019-01-01 05:53:16.696380
1.0,0,"497,496,495",lemon,739.5,2019-01-01 06:06:15.947305
0.5,-1,"497,496,495",water,739.0,2019-01-01 06:16:12.973072
1.0,0,"497,495,495",lemon,738.0,2019-01-01 06:26:13.407566
0.5,25,"497,495,494",pine_needle,737.5,2019-01-01 06:36:10.996412
1.0,25,"497,495,493",pine_needle,736.5,2019-01-01 06:46:10.737905
0.5,25,"497,495,492",pine_needle,736.0,2019-01-01 06:56:16.253892
1.0,25,"497,495,491",pine_needle,735.0,2019-01-01 07:06:19.523254
0.5,-1,"497,495,491",water,734.5,2019-01-01 07:14:22.797784
1.0,0,"497,494,491",lemon,733.5,2019-01-01 07:22:25.150928
1.0,15,"496,494,491",oolong,732.5,2019-01-01 07:30:28.010127
0.5,0,"496,493,491",lemon,732.0,2019-01-01 07:38:30.495624
1.0,0,"496,492,491",lemon,731.0,2019-01-01 07:46:33.988677
0.5,0,"496,491,491",lemon,730.5,2019-01-01 07:54:37.343755
1.0,-1,"496,491,491",water,729.5,2019-01-01 08:02:41.787760
1.0,0,"496,490,491",lemon,728.5,2019-01-01 08:09:31.940908
1.0,15,"495,490,491",oolong,727.5,2019-01-01 08:16:22.650408
1.0,0,"495,489,491",lemon,726.5,2019-01-01 08:23:13.079191
0.5,-1,"495,489,491",water,726.0,2019-01-01 08:30:03.933189
1.0,0,"495,488,491",lemon,725.0,2019-01-01 08:36:55.080289
0.5,-1,"495,488,491",water,724.5,2019-01-01 08:43:45.727104
1.0,0,"495,487,491",lemon,723.5,2019-01-01 08:50:36.740127
0.5,-1,"495,487,491",water,723.0,2019-01-01 08:57:27.995735
1.0,15,"494,487,491",oolong,722.0,2019-01-01 09:04:17.559130
1.0,0,"494,486,491",lemon,721.0,2019-01-01 09:10:20.148206
0.5,0,"494,485,491",lemon,720.5,2019-01-01 09:16:23.155728
1.0,-1,"494,485,491",water,719.5,2019-01-01 09:22:27.119633
1.0,0,"494,484,491",lemon,718.5,2019-01-01 09:28:30.533212
0.5,-1,"494,484,491",water,718.0,2019-01-01 09:34:34.982971
1.0,25,"494,484,490",pine_needle,717.0,2019-01-01 09:40:38.109486
1.0,15,"493,484,490",oolong,716.0,2019-01-01 09:46:41.890334
1.0,25,"493,484,489",pine_needle,715.0,2019-01-01 09:52:44.657373
0.5,-1,"493,484,489",water,714.5,2019-01-01 09:58:47.436989
0.5,0,"493,483,489",lemon,714.0,2019-01-01 10:04:56.769420
0.5,0,"493,482,489",lemon,713.5,2019-01-01 10:10:31.116786
1.0,0,"493,481,489",lemon,712.5,2019-01-01 10:16:06.495664
0.5,25,"493,481,488",pine_needle,712.0,2019-01-01 10:21:41.036818
1.0,25,"493,481,487",pine_needle,711.0,2019-01-01 10:27:16.071616
0.5,-1,"493,481,487",water,710.5,2019-01-01 10:32:49.400835
0.5,-1,"493,481,487",water,710.0,2019-01-01 10:38:23.508169
1.0,15,"492,481,487",oolong,709.0,2019-01-01 10:43:56.729884
0.5,15,"491,481,487",oolong,708.5,2019-01-01 10:49:31.540338
1.0,0,"491,480,487",lemon,707.5,2019-01-01 10:55:07.832569
0.5,15,"490,480,487",oolong,707.0,2019-01-01 11:00:42.774539
0.5,25,"490,480,486",pine_needle,706.5,2019-01-01 11:05:59.934551
1.0,25,"490,480,485",pine_needle,705.5,2019-01-01 11:11:20.147362
1.0,25,"490,480,484",pine_needle,704.5,2019-01-01 11:16:37.485271
0.5,-1,"490,480,484",water,704.0,2019-01-01 11:21:55.148299
0.5,15,"489,480,484",oolong,703.5,2019-01-01 11:27:12.530210
0.5,-1,"489,480,484",water,703.0,2019-01-01 11:32:30.343349
1.0,15,"488,480,484",oolong,702.0,2019-01-01 11:37:48.957511
1.0,25,"488,480,483",pine_needle,701.0,2019-01-01 11:43:06.404458
0.5,0,"488,479,483",lemon,700.5,2019-01-01 11:48:23.886120
1.0,0,"488,478,483",lemon,699.5,2019-01-01 11:53:42.037261
0.5,0,"488,477,483",lemon,699.0,2019-01-01 11:58:59.230161
0.5,-1,"488,477,483",water,698.5,2019-01-01 12:04:16.544231
1.0,0,"488,476,483",lemon,697.5,2019-01-01 12:09:30.724034
1.0,-1,"488,476,483",water,696.5,2019-01-01 12:14:43.906054
0.5,15,"487,476,483",oolong,696.0,2019-01-01 12:19:55.931683
1.0,15,"486,476,483",oolong,695.0,2019-01-01 12:25:12.481815
0.5,25,"486,476,482",pine_needle,694.5,2019-01-01 12:30:25.036159
1.0,0,"486,475,482",lemon,693.5,2019-01-01 12:35:37.434146
1.0,0,"486,474,482",lemon,692.5,2019-01-01 12:40:50.594033
1.0,0,"486,473,482",lemon,691.5,2019-01-01 12:46:03.282946
1.0,0,"486,472,482",lemon,690.5,2019-01-01 12:51:16.181311
0.5,25,"486,472,481",pine_needle,690.0,2019-01-01 12:56:29.145334
1.0,0,"486,471,481",lemon,689.0,2019-01-01 13:01:41.193301
1.0,0,"486,470,481",lemon,688.0,2019-01-01 13:07:01.983435
0.5,15,"485,470,481",oolong,687.5,2019-01-01 13:12:19.611667
1.0,0,"485,469,481",lemon,686.5,2019-01-01 13:17:37.787424
1.0,-1,"485,469,481",water,685.5,2019-01-01 13:22:55.112305
1.0,25,"485,469,480",pine_needle,684.5,2019-01-01 13:28:18.390948
1.0,15,"484,469,480",oolong,683.5,2019-01-01 13:33:36.068157
0.5,0,"484,468,480",lemon,683.0,2019-01-01 13:38:55.437366
1.0,-1,"484,468,480",water,682.0,2019-01-01 13:44:13.175342
0.5,0,"484,467,480",lemon,681.5,2019-01-01 13:49:31.012141
1.0,15,"483,467,480",oolong,680.5,2019-01-01 13:54:48.311663
0.5,25,"483,467,479",pine_needle,680.0,2019-01-01 14:00:05.702487
1.0,-1,"483,467,479",water,679.0,2019-01-01 14:05:42.385619
1.0,15,"482,467,479",oolong,678.0,2019-01-01 14:11:15.694385
0.5,25,"482,467,478",pine_needle,677.5,2019-01-01 14:16:49.906634
1.0,-1,"482,467,478",water,676.5,2019-01-01 14:22:24.226077
1.0,25,"482,467,477",pine_needle,675.5,2019-01-01 14:27:58.403350
0.5,0,"482,466,477",lemon,675.0,2019-01-01 14:33:31.676396
1.0,25,"482,466,476",pine_needle,674.0,2019-01-01 14:39:05.802787
0.5,0,"482,465,476",lemon,673.5,2019-01-01 14:44:41.412517
0.5,0,"482,464,476",lemon,673.0,2019-01-01 14:50:15.116484
1.0,-1,"482,464,476",water,672.0,2019-01-01 14:55:49.592027
1.0,0,"482,463,476",lemon,671.0,2019-01-01 15:01:25.268795
0.5,15,"481,463,476",oolong,670.5,2019-01-01 15:07:28.331700
1.0,0,"481,462,476",lemon,669.5,2019-01-01 15:13:31.970790
0.5,-1,"481,462,476",water,669.0,2019-01-01 15:19:35.018091
1.0,15,"480,462,476",oolong,668.0,2019-01-01 15:25:37.822266
1.0,-1,"480,462,476",water,667.0,2019-01-01 15:31:40.561385
1.0,0,"480,461,476",lemon,666.0,2019-01-01 15:37:43.450348
0.5,25,"480,461,475",pine_needle,665.5,2019-01-01 15:43:49.879593
1.0,25,"480,461,474",pine_needle,664.5,2019-01-01 15:49:52.540529
1.0,25,"480,461,473",pine_needle,663.5,2019-01-01 15:55:55.204498
1.0,0,"480,460,473",lemon,662.5,2019-01-01 16:01:58.816634
0.5,-1,"480,460,473",water,662.0,2019-01-01 16:08:49.916549
0.5,15,"479,460,473",oolong,661.5,2019-01-01 16:15:40.736446
1.0,0,"479,459,473",lemon,660.5,2019-01-01 16:22:30.405444
1.0,0,"479,458,473",lemon,659.5,2019-01-01 16:29:21.191179
0.5,25,"479,458,472",pine_needle,659.0,2019-01-01 16:36:11.361425
1.0,15,"478,458,472",oolong,658.0,2019-01-01 16:43:00.979720
1.0,15,"477,458,472",oolong,657.0,2019-01-01 16:49:50.795554
1.0,-1,"477,458,472",water,656.0,2019-01-01 16:56:41.075218
0.5,15,"476,458,472",oolong,655.5,2019-01-01 17:03:31.411030
1.0,0,"476,457,472",lemon,654.5,2019-01-01 17:11:36.334798
1.0,15,"475,457,472",oolong,653.5,2019-01-01 17:19:39.147739
0.5,0,"475,456,472",lemon,653.0,2019-01-01 17:27:42.902224
1.0,25,"475,456,471",pine_needle,652.0,2019-01-01 17:35:45.086929
1.0,25,"475,456,470",pine_needle,651.0,2019-01-01 17:43:47.168559
1.0,0,"475,455,470",lemon,650.0,2019-01-01 17:51:51.480845
0.5,-1,"475,455,470",water,649.5,2019-01-01 17:59:53.606439
1.0,0,"475,454,470",lemon,648.5,2019-01-01 18:07:55.836915
1.0,15,"474,454,470",oolong,647.5,2019-01-01 18:17:53.127586
1.0,25,"474,454,469",pine_needle,646.5,2019-01-01 18:27:49.486958
1.0,0,"474,453,469",lemon,645.5,2019-01-01 18:37:46.685990
0.5,-1,"474,453,469",water,645.0,2019-01-01 18:47:42.197619
1.0,-1,"474,453,469",water,644.0,2019-01-01 18:57:39.734932
1.0,0,"474,452,469",lemon,643.0,2019-01-01 19:07:35.388857
0.5,15,"473,452,469",oolong,642.5,2019-01-01 19:20:35.963554
1.0,0,"473,451,469",lemon,641.5,2019-01-01 19:33:38.138106
1.0,0,"473,450,469",lemon,640.5,2019-01-01 19:46:37.749789
1.0,0,"473,449,469",lemon,639.5,2019-01-01 19:59:36.956484
1.0,0,"473,448,469",lemon,638.5,2019-01-01 20:12:43.338595
1.0,25,"473,448,468",pine_needle,637.5,2019-01-01 20:31:00.045669
0.5,-1,"473,448,468",water,637.0,2019-01-01 20:49:12.909353
1.0,0,"473,447,468",lemon,636.0,2019-01-01 21:07:26.754159
1.0,0,"473,446,468",lemon,635.0,2019-01-01 21:35:25.278320
1.0,0,"473,445,468",lemon,634.0,2019-01-01 22:03:18.031788
0.5,0,"473,444,468",lemon,633.5,2019-01-01 22:50:00.301040
