amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,25,"499,500,500",pine_needle,749.0,2019-01-01 01:08:31.915995
0.5,8,"499,499,500",green_tea,748.5,2019-01-01 01:59:49.198376
1.0,8,"499,498,500",green_tea,747.5,2019-01-01 02:50:57.985068
1.0,20,"499,498,499",strawberry,746.5,2019-01-01 03:20:15.597740
1.0,20,"499,498,498",strawberry,745.5,2019-01-01 03:37:44.523353
1.0,20,"499,498,497",strawberry,744.5,2019-01-01 03:55:12.275966
1.0,20,"499,498,496",strawberry,743.5,2019-01-01 04:12:39.673257
1.0,8,"499,497,496",green_tea,742.5,2019-01-01 04:24:11.966685
0.5,8,"499,496,496",green_tea,742.0,2019-01-01 04:35:37.996627
0.5,20,"499,496,495",strawberry,741.5,2019-01-01 04:47:09.390658
1.0,8,"499,495,495",green_tea,740.5,2019-01-01 04:58:36.780377
0.5,-1,"499,495,495",water,740.0,2019-01-01 05:10:05.790946
0.5,-1,"499,495,495",water,739.5,2019-01-01 05:18:16.376515
1.0,8,"499,494,495",green_tea,738.5,2019-01-01 05:26:31.419626
0.5,8,"499,493,495",green_tea,738.0,2019-01-01 05:34:42.741526
1.0,8,"499,492,495",green_tea,737.0,2019-01-01 05:42:56.878410
0.5,8,"499,491,495",green_tea,736.5,2019-01-01 05:51:18.566516
1.0,8,"499,490,495",green_tea,735.5,2019-01-01 05:59:37.316743
0.5,-1,"499,490,495",water,735.0,2019-01-01 06:07:47.847974
1.0,20,"499,490,494",strawberry,734.0,2019-01-01 06:14:01.823913
1.0,25,"498,490,494",pine_needle,733.0,2019-01-01 06:20:16.424976
0.5,20,"498,490,493",strawberry,732.5,2019-01-01 06:26:30.564408
1.0,8,"498,489,493",green_tea,731.5,2019-01-01 06:32:45.948466
0.5,8,"498,488,493",green_tea,731.0,2019-01-01 06:39:01.162084
1.0,-1,"498,488,493",water,730.0,2019-01-01 06:45:17.720841
1.0,20,"498,488,492",strawberry,729.0,2019-01-01 06:51:32.437142
1.0,25,"497,488,492",pine_needle,728.0,2019-01-01 06:57:47.962683
1.0,20,"497,488,491",strawberry,727.0,2019-01-01 07:04:03.079906
0.5,-1,"497,488,491",water,726.5,2019-01-01 07:09:07.247921
1.0,20,"497,488,490",strawberry,725.5,2019-01-01 07:14:11.761060
0.5,-1,"497,488,490",water,725.0,2019-01-01 07:19:15.685118
1.0,8,"497,487,490",green_tea,724.0,2019-01-01 07:24:20.040384
0.5,-1,"497,487,490",water,723.5,2019-01-01 07:29:24.681291
1.0,20,"497,487,489",strawberry,722.5,2019-01-01 07:34:27.329629
0.5,20,"497,487,488",strawberry,722.0,2019-01-01 07:39:30.926625
1.0,8,"497,486,488",green_tea,721.0,2019-01-01 07:44:34.496982
1.0,-1,"497,486,488",water,720.0,2019-01-01 07:49:38.926432
1.0,20,"497,486,487",strawberry,719.0,2019-01-01 07:54:42.623999
