amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,14,"499,500,500",cherry,999.0,2019-01-01 03:41:40.723944
0.5,14,"498,500,500",cherry,998.5,2019-01-01 04:38:09.596095
1.0,16,"498,499,500",pomegranate,997.5,2019-01-01 05:15:06.805820
1.0,14,"497,499,500",cherry,996.5,2019-01-01 05:41:28.055969
1.0,8,"497,499,499",green_tea,995.5,2019-01-01 06:07:50.351131
1.0,8,"497,499,498",green_tea,994.5,2019-01-01 06:27:59.929033
1.0,8,"497,499,497",green_tea,993.5,2019-01-01 06:48:09.380022
1.0,14,"496,499,497",cherry,992.5,2019-01-01 07:08:22.340796
0.5,16,"496,498,497",pomegranate,992.0,2019-01-01 07:24:41.498959
0.5,14,"495,498,497",cherry,991.5,2019-01-01 07:41:03.025689
1.0,14,"494,498,497",cherry,990.5,2019-01-01 07:57:25.328429
0.5,8,"494,498,496",green_tea,990.0,2019-01-01 08:13:46.749066
0.5,-1,"494,498,496",water,989.5,2019-01-01 08:27:38.969086
1.0,8,"494,498,495",green_tea,988.5,2019-01-01 08:41:33.532606
0.5,16,"494,497,495",pomegranate,988.0,2019-01-01 08:55:26.139743
1.0,16,"494,496,495",pomegranate,987.0,2019-01-01 09:09:20.226825
0.5,16,"494,495,495",pomegranate,986.5,2019-01-01 09:21:42.236810
1.0,16,"494,494,495",pomegranate,985.5,2019-01-01 09:34:02.879256
0.5,-1,"494,494,495",water,985.0,2019-01-01 09:46:19.695884
1.0,8,"494,494,494",green_tea,984.0,2019-01-01 09:58:35.819693
1.0,14,"493,494,494",cherry,983.0,2019-01-01 10:10:52.324021
0.5,8,"493,494,493",green_tea,982.5,2019-01-01 10:22:09.036625
1.0,8,"493,494,492",green_tea,981.5,2019-01-01 10:33:26.445602
0.5,8,"493,494,491",green_tea,981.0,2019-01-01 10:44:43.759218
1.0,-1,"493,494,491",water,980.0,2019-01-01 10:56:01.825445
1.0,8,"493,494,490",green_tea,979.0,2019-01-01 11:07:18.860810
1.0,14,"492,494,490",cherry,978.0,2019-01-01 11:18:03.588162
1.0,14,"491,494,490",cherry,977.0,2019-01-01 11:28:48.098107
0.5,-1,"491,494,490",water,976.5,2019-01-01 11:39:32.937370
1.0,8,"491,494,489",green_tea,975.5,2019-01-01 11:50:18.003631
0.5,-1,"491,494,489",water,975.0,2019-01-01 12:01:02.682436
1.0,8,"491,494,488",green_tea,974.0,2019-01-01 12:11:37.179830
0.5,-1,"491,494,488",water,973.5,2019-01-01 12:22:11.862050
1.0,14,"490,494,488",cherry,972.5,2019-01-01 12:32:45.254964
1.0,8,"490,494,487",green_tea,971.5,2019-01-01 12:43:18.617281
0.5,8,"490,494,486",green_tea,971.0,2019-01-01 12:53:52.339683
1.0,-1,"490,494,486",water,970.0,2019-01-01 13:04:26.885078
1.0,8,"490,494,485",green_tea,969.0,2019-01-01 13:15:11.414913
0.5,-1,"490,494,485",water,968.5,2019-01-01 13:25:56.851115
1.0,16,"490,493,485",pomegranate,967.5,2019-01-01 13:36:41.129850
1.0,14,"489,493,485",cherry,966.5,2019-01-01 13:47:25.980942
1.0,16,"489,492,485",pomegranate,965.5,2019-01-01 13:58:09.945236
0.5,-1,"489,492,485",water,965.0,2019-01-01 14:08:53.920531
0.5,8,"489,492,484",green_tea,964.5,2019-01-01 14:20:16.641530
0.5,14,"488,492,484",cherry,964.0,2019-01-01 14:31:34.231506
1.0,8,"488,492,483",green_tea,963.0,2019-01-01 14:42:50.911449
1.0,8,"488,492,482",green_tea,962.0,2019-01-01 14:54:10.072001
1.0,14,"487,492,482",cherry,961.0,2019-01-01 15:05:28.128214
0.5,-1,"487,492,482",water,960.5,2019-01-01 15:17:44.182495
1.0,8,"487,492,481",green_tea,959.5,2019-01-01 15:30:01.348002
1.0,14,"486,492,481",cherry,958.5,2019-01-01 15:42:17.301216
0.5,14,"485,492,481",cherry,958.0,2019-01-01 15:54:34.982886
1.0,14,"484,492,481",cherry,957.0,2019-01-01 16:06:54.276642
0.5,14,"483,492,481",cherry,956.5,2019-01-01 16:20:47.606710
0.5,16,"483,491,481",pomegranate,956.0,2019-01-01 16:34:38.889678
1.0,16,"483,490,481",pomegranate,955.0,2019-01-01 16:48:34.114432
1.0,16,"483,489,481",pomegranate,954.0,2019-01-01 17:02:25.627101
0.5,-1,"483,489,481",water,953.5,2019-01-01 17:18:45.221806
0.5,14,"482,489,481",cherry,953.0,2019-01-01 17:35:04.389106
0.5,-1,"482,489,481",water,952.5,2019-01-01 17:51:24.212038
1.0,14,"481,489,481",cherry,951.5,2019-01-01 18:07:45.252832
1.0,16,"481,488,481",pomegranate,950.5,2019-01-01 18:27:54.930590
0.5,8,"481,488,480",green_tea,950.0,2019-01-01 18:48:04.673550
1.0,8,"481,488,479",green_tea,949.0,2019-01-01 19:08:15.673866
0.5,8,"481,488,478",green_tea,948.5,2019-01-01 19:34:36.927798
0.5,-1,"481,488,478",water,948.0,2019-01-01 20:00:58.479321
1.0,8,"481,488,477",green_tea,947.0,2019-01-01 20:38:02.814780
1.0,-1,"481,488,477",water,946.0,2019-01-01 21:15:03.657998
0.5,14,"480,488,477",cherry,945.5,2019-01-01 22:11:28.998965
1.0,14,"479,488,477",cherry,944.5,2019-01-01 23:46:54.316961
0.5,16,"479,487,477",pomegranate,944.0,2019-01-02 02:32:23.058452
1.0,8,"479,487,476",green_tea,943.0,2019-01-02 04:07:11.109564
1.0,8,"479,487,475",green_tea,942.0,2019-01-02 04:44:11.875315
1.0,8,"479,487,474",green_tea,941.0,2019-01-02 05:21:10.992659
1.0,8,"479,487,473",green_tea,940.0,2019-01-02 05:47:34.374032
0.5,16,"479,486,473",pomegranate,939.5,2019-01-02 06:13:57.919320
1.0,8,"479,486,472",green_tea,938.5,2019-01-02 06:34:07.123337
1.0,8,"479,486,471",green_tea,937.5,2019-01-02 06:54:23.079984
0.5,14,"478,486,471",cherry,937.0,2019-01-02 07:14:33.098219
1.0,8,"478,486,470",green_tea,936.0,2019-01-02 07:30:53.472468
1.0,-1,"478,486,470",water,935.0,2019-01-02 07:47:12.553061
1.0,16,"478,485,470",pomegranate,934.0,2019-01-02 08:03:40.685654
1.0,14,"477,485,470",cherry,933.0,2019-01-02 08:17:32.636429
0.5,14,"476,485,470",cherry,932.5,2019-01-02 08:31:26.771919
1.0,-1,"476,485,470",water,931.5,2019-01-02 08:45:18.801157
0.5,8,"476,485,469",green_tea,931.0,2019-01-02 08:59:10.957994
1.0,14,"475,485,469",cherry,930.0,2019-01-02 09:13:02.421099
0.5,16,"475,484,469",pomegranate,929.5,2019-01-02 09:25:18.697229
1.0,-1,"475,484,469",water,928.5,2019-01-02 09:37:38.416261
1.0,14,"474,484,469",cherry,927.5,2019-01-02 09:49:54.464183
0.5,16,"474,483,469",pomegranate,927.0,2019-01-02 10:02:11.495040
1.0,-1,"474,483,469",water,926.0,2019-01-02 10:13:29.057093
1.0,16,"474,482,469",pomegranate,925.0,2019-01-02 10:24:46.476975
0.5,8,"474,482,468",green_tea,924.5,2019-01-02 10:36:02.992630
1.0,16,"474,481,468",pomegranate,923.5,2019-01-02 10:47:20.361630
0.5,8,"474,481,467",green_tea,923.0,2019-01-02 10:58:39.213969
0.5,8,"474,481,466",green_tea,922.5,2019-01-02 11:09:56.160545
1.0,-1,"474,481,466",water,921.5,2019-01-02 11:20:41.106790
1.0,14,"473,481,466",cherry,920.5,2019-01-02 11:31:27.196172
1.0,16,"473,480,466",pomegranate,919.5,2019-01-02 11:42:11.462495
0.5,14,"472,480,466",cherry,919.0,2019-01-02 11:52:55.645835
0.5,-1,"472,480,466",water,918.5,2019-01-02 12:03:39.855280
1.0,14,"471,480,466",cherry,917.5,2019-01-02 12:14:13.402697
1.0,-1,"471,480,466",water,916.5,2019-01-02 12:24:46.894130
1.0,8,"471,480,465",green_tea,915.5,2019-01-02 12:35:20.514508
0.5,14,"470,480,465",cherry,915.0,2019-01-02 12:45:57.181395
0.5,14,"469,480,465",cherry,914.5,2019-01-02 12:56:31.743420
1.0,16,"469,479,465",pomegranate,913.5,2019-01-02 13:07:05.170186
1.0,8,"469,479,464",green_tea,912.5,2019-01-02 13:17:49.873702
0.5,-1,"469,479,464",water,912.0,2019-01-02 13:28:34.903420
0.5,14,"468,479,464",cherry,911.5,2019-01-02 13:39:19.716272
1.0,14,"467,479,464",cherry,910.5,2019-01-02 13:50:03.637786
1.0,14,"466,479,464",cherry,909.5,2019-01-02 14:00:47.402602
1.0,8,"466,479,463",green_tea,908.5,2019-01-02 14:12:05.296186
1.0,14,"465,479,463",cherry,907.5,2019-01-02 14:23:21.896275
1.0,14,"464,479,463",cherry,906.5,2019-01-02 14:34:38.657124
1.0,-1,"464,479,463",water,905.5,2019-01-02 14:45:55.795450
0.5,14,"463,479,463",cherry,905.0,2019-01-02 14:57:12.979471
1.0,14,"462,479,463",cherry,904.0,2019-01-02 15:08:31.377287
1.0,-1,"462,479,463",water,903.0,2019-01-02 15:20:48.022334
0.5,14,"461,479,463",cherry,902.5,2019-01-02 15:33:05.199856
1.0,16,"461,478,463",pomegranate,901.5,2019-01-02 15:45:21.197010
1.0,16,"461,477,463",pomegranate,900.5,2019-01-02 15:57:37.116660
1.0,8,"461,477,462",green_tea,899.5,2019-01-02 16:09:54.713608
0.5,-1,"461,477,462",water,899.0,2019-01-02 16:23:45.929312
1.0,8,"461,477,461",green_tea,898.0,2019-01-02 16:37:37.234090
1.0,14,"460,477,461",cherry,897.0,2019-01-02 16:51:29.636232
1.0,16,"460,476,461",pomegranate,896.0,2019-01-02 17:05:21.398106
1.0,8,"460,476,460",green_tea,895.0,2019-01-02 17:21:41.471670
0.5,-1,"460,476,460",water,894.5,2019-01-02 17:38:00.179236
1.0,-1,"460,476,460",water,893.5,2019-01-02 17:54:20.526647
1.0,8,"460,476,459",green_tea,892.5,2019-01-02 18:10:39.349406
0.5,14,"459,476,459",cherry,892.0,2019-01-02 18:30:49.738732
1.0,8,"459,476,458",green_tea,891.0,2019-01-02 18:51:01.351482
1.0,8,"459,476,457",green_tea,890.0,2019-01-02 19:11:11.004380
1.0,8,"459,476,456",green_tea,889.0,2019-01-02 19:37:32.444751
1.0,8,"459,476,455",green_tea,888.0,2019-01-02 20:04:01.060537
1.0,16,"459,475,455",pomegranate,887.0,2019-01-02 20:41:02.473759
0.5,-1,"459,475,455",water,886.5,2019-01-02 21:18:00.043591
1.0,14,"458,475,455",cherry,885.5,2019-01-02 22:14:28.064836
1.0,14,"457,475,455",cherry,884.5,2019-01-02 23:49:30.839713
1.0,8,"457,475,454",green_tea,883.5,2019-01-03 02:35:05.916295
0.5,8,"457,475,453",green_tea,883.0,2019-01-03 04:09:52.360580
0.5,8,"457,475,452",green_tea,882.5,2019-01-03 04:46:48.906917
0.5,14,"456,475,452",cherry,882.0,2019-01-03 05:23:47.021102
1.0,8,"456,475,451",green_tea,881.0,2019-01-03 05:50:10.783204
1.0,8,"456,475,450",green_tea,880.0,2019-01-03 06:16:36.827288
1.0,14,"455,475,450",cherry,879.0,2019-01-03 06:36:47.947869
1.0,16,"455,474,450",pomegranate,878.0,2019-01-03 06:56:59.521310
1.0,14,"454,474,450",cherry,877.0,2019-01-03 07:17:08.661446
1.0,16,"454,473,450",pomegranate,876.0,2019-01-03 07:33:28.573004
1.0,8,"454,473,449",green_tea,875.0,2019-01-03 07:49:48.270879
0.5,14,"453,473,449",cherry,874.5,2019-01-03 08:06:07.487781
0.5,-1,"453,473,449",water,874.0,2019-01-03 08:19:59.533933
0.5,14,"452,473,449",cherry,873.5,2019-01-03 08:33:52.028160
0.5,8,"452,473,448",green_tea,873.0,2019-01-03 08:47:43.471656
0.5,8,"452,473,447",green_tea,872.5,2019-01-03 09:01:34.873413
1.0,8,"452,473,446",green_tea,871.5,2019-01-03 09:13:51.208340
1.0,14,"451,473,446",cherry,870.5,2019-01-03 09:26:09.030244
1.0,8,"451,473,445",green_tea,869.5,2019-01-03 09:38:24.984003
0.5,14,"450,473,445",cherry,869.0,2019-01-03 09:50:42.936518
1.0,8,"450,473,444",green_tea,868.0,2019-01-03 10:02:59.904616
1.0,14,"449,473,444",cherry,867.0,2019-01-03 10:14:16.589924
0.5,16,"449,472,444",pomegranate,866.5,2019-01-03 10:25:35.380504
1.0,14,"448,472,444",cherry,865.5,2019-01-03 10:36:54.031596
0.5,16,"448,471,444",pomegranate,865.0,2019-01-03 10:48:13.124927
0.5,8,"448,471,443",green_tea,864.5,2019-01-03 10:59:29.738314
1.0,-1,"448,471,443",water,863.5,2019-01-03 11:10:46.603141
0.5,-1,"448,471,443",water,863.0,2019-01-03 11:21:31.067000
0.5,14,"447,471,443",cherry,862.5,2019-01-03 11:32:16.440665
1.0,8,"447,471,442",green_tea,861.5,2019-01-03 11:43:00.475478
1.0,16,"447,470,442",pomegranate,860.5,2019-01-03 11:53:45.279410
1.0,8,"447,470,441",green_tea,859.5,2019-01-03 12:04:30.093796
0.5,14,"446,470,441",cherry,859.0,2019-01-03 12:15:04.357209
1.0,14,"445,470,441",cherry,858.0,2019-01-03 12:25:41.795518
1.0,14,"444,470,441",cherry,857.0,2019-01-03 12:36:15.165311
1.0,8,"444,470,440",green_tea,856.0,2019-01-03 12:46:51.010557
0.5,16,"444,469,440",pomegranate,855.5,2019-01-03 12:57:25.441264
1.0,-1,"444,469,440",water,854.5,2019-01-03 13:07:59.274289
1.0,16,"444,468,440",pomegranate,853.5,2019-01-03 13:18:43.872122
1.0,14,"443,468,440",cherry,852.5,2019-01-03 13:29:27.804609
1.0,8,"443,468,439",green_tea,851.5,2019-01-03 13:40:12.087935
0.5,14,"442,468,439",cherry,851.0,2019-01-03 13:50:56.440159
1.0,14,"441,468,439",cherry,850.0,2019-01-03 14:01:40.233876
0.5,-1,"441,468,439",water,849.5,2019-01-03 14:12:57.826748
1.0,8,"441,468,438",green_tea,848.5,2019-01-03 14:24:14.311944
1.0,14,"440,468,438",cherry,847.5,2019-01-03 14:35:31.298075
1.0,8,"440,468,437",green_tea,846.5,2019-01-03 14:46:48.176823
0.5,16,"440,467,437",pomegranate,846.0,2019-01-03 14:58:05.199612
0.5,-1,"440,467,437",water,845.5,2019-01-03 15:09:23.939698
0.5,14,"439,467,437",cherry,845.0,2019-01-03 15:21:41.828890
1.0,14,"438,467,437",cherry,844.0,2019-01-03 15:34:04.157622
0.5,-1,"438,467,437",water,843.5,2019-01-03 15:46:22.481793
1.0,16,"438,466,437",pomegranate,842.5,2019-01-03 15:58:38.570808
1.0,8,"438,466,436",green_tea,841.5,2019-01-03 16:10:55.257243
0.5,-1,"438,466,436",water,841.0,2019-01-03 16:24:50.440977
1.0,16,"438,465,436",pomegranate,840.0,2019-01-03 16:38:42.155588
1.0,14,"437,465,436",cherry,839.0,2019-01-03 16:52:34.463079
1.0,14,"436,465,436",cherry,838.0,2019-01-03 17:06:26.648405
1.0,16,"436,464,436",pomegranate,837.0,2019-01-03 17:22:45.477588
1.0,-1,"436,464,436",water,836.0,2019-01-03 17:39:04.762610
1.0,14,"435,464,436",cherry,835.0,2019-01-03 17:55:25.117034
1.0,14,"434,464,436",cherry,834.0,2019-01-03 18:11:49.639211
1.0,8,"434,464,435",green_tea,833.0,2019-01-03 18:31:59.205409
0.5,8,"434,464,434",green_tea,832.5,2019-01-03 18:52:08.930629
0.5,14,"433,464,434",cherry,832.0,2019-01-03 19:12:18.881305
0.5,-1,"433,464,434",water,831.5,2019-01-03 19:38:41.246649
