amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,14,"499,500,500",cherry,999.0,2019-01-01 02:02:21.833380
0.5,6,"499,499,500",mango,998.5,2019-01-01 02:54:45.661141
1.0,6,"499,498,500",mango,997.5,2019-01-01 03:47:04.620628
1.0,14,"498,498,500",cherry,996.5,2019-01-01 04:18:13.394175
1.0,6,"498,497,500",mango,995.5,2019-01-01 04:38:38.573339
1.0,3,"498,497,499",raspberry,994.5,2019-01-01 04:59:02.984398
1.0,3,"498,497,498",raspberry,993.5,2019-01-01 05:19:27.162784
1.0,6,"498,496,498",mango,992.5,2019-01-01 05:34:04.938001
0.5,6,"498,495,498",mango,992.0,2019-01-01 05:48:38.245580
0.5,14,"497,495,498",cherry,991.5,2019-01-01 06:03:15.379273
1.0,14,"496,495,498",cherry,990.5,2019-01-01 06:14:27.090742
0.5,3,"496,495,497",raspberry,990.0,2019-01-01 06:25:37.712556
0.5,-1,"496,495,497",water,989.5,2019-01-01 06:36:46.497080
1.0,6,"496,494,497",mango,988.5,2019-01-01 06:47:58.690330
0.5,6,"496,493,497",mango,988.0,2019-01-01 06:59:08.037933
1.0,6,"496,492,497",mango,987.0,2019-01-01 07:10:19.538183
0.5,6,"496,491,497",mango,986.5,2019-01-01 07:19:27.810023
1.0,6,"496,490,497",mango,985.5,2019-01-01 07:28:34.263161
0.5,-1,"496,490,497",water,985.0,2019-01-01 07:37:35.628305
1.0,3,"496,490,496",raspberry,984.0,2019-01-01 07:46:36.072063
1.0,14,"495,490,496",cherry,983.0,2019-01-01 07:55:37.021875
0.5,3,"495,490,495",raspberry,982.5,2019-01-01 08:04:37.597986
1.0,6,"495,489,495",mango,981.5,2019-01-01 08:12:17.544362
0.5,6,"495,488,495",mango,981.0,2019-01-01 08:19:57.373561
1.0,-1,"495,488,495",water,980.0,2019-01-01 08:27:38.127543
1.0,3,"495,488,494",raspberry,979.0,2019-01-01 08:35:17.614837
1.0,14,"494,488,494",cherry,978.0,2019-01-01 08:42:57.658482
1.0,3,"494,488,493",raspberry,977.0,2019-01-01 08:50:37.421410
0.5,-1,"494,488,493",water,976.5,2019-01-01 08:58:17.609553
1.0,3,"494,488,492",raspberry,975.5,2019-01-01 09:05:58.090798
0.5,-1,"494,488,492",water,975.0,2019-01-01 09:12:45.354799
1.0,6,"494,487,492",mango,974.0,2019-01-01 09:19:32.943037
0.5,-1,"494,487,492",water,973.5,2019-01-01 09:26:20.746059
1.0,14,"493,487,492",cherry,972.5,2019-01-01 09:33:07.050806
1.0,3,"493,487,491",raspberry,971.5,2019-01-01 09:39:53.319997
0.5,3,"493,487,490",raspberry,971.0,2019-01-01 09:46:40.007634
1.0,-1,"493,487,490",water,970.0,2019-01-01 09:53:27.651654
1.0,3,"493,487,489",raspberry,969.0,2019-01-01 10:00:14.745349
