amount_vended_L,flavor_id,flavor_levels_after,flavor_name,tank_level_after,timestamp
1.0,25,"499,500,500",pine_needle,999.0,2019-01-01 02:41:43.865099
0.5,25,"498,500,500",pine_needle,998.5,2019-01-01 03:50:57.217722
1.0,19,"498,499,500",cucumber,997.5,2019-01-01 04:32:07.710731
1.0,25,"497,499,500",pine_needle,996.5,2019-01-01 04:59:05.096774
1.0,0,"497,499,499",lemon,995.5,2019-01-01 05:26:03.947892
1.0,0,"497,499,498",lemon,994.5,2019-01-01 05:45:18.098852
1.0,25,"496,499,498",pine_needle,993.5,2019-01-01 06:04:32.083852
1.0,25,"495,499,498",pine_needle,992.5,2019-01-01 06:19:18.057458
0.5,19,"495,498,498",cucumber,992.0,2019-01-01 06:34:00.614618
0.5,25,"494,498,498",pine_needle,991.5,2019-01-01 06:48:46.097644
1.0,25,"493,498,498",pine_needle,990.5,2019-01-01 07:03:32.539269
0.5,25,"492,498,498",pine_needle,990.0,2019-01-01 07:15:29.255134
0.5,-1,"492,498,498",water,989.5,2019-01-01 07:27:24.483664
1.0,25,"491,498,498",pine_needle,988.5,2019-01-01 07:39:22.471649
0.5,0,"491,498,497",lemon,988.0,2019-01-01 07:51:18.156006
1.0,19,"491,497,497",cucumber,987.0,2019-01-01 08:03:15.582988
0.5,0,"491,497,496",lemon,986.5,2019-01-01 08:13:28.836357
1.0,19,"491,496,496",cucumber,985.5,2019-01-01 08:23:40.545171
0.5,-1,"491,496,496",water,985.0,2019-01-01 08:33:47.932946
1.0,0,"491,496,495",lemon,984.0,2019-01-01 08:43:54.538223
1.0,25,"490,496,495",pine_needle,983.0,2019-01-01 08:54:01.573273
0.5,0,"490,496,494",lemon,982.5,2019-01-01 09:04:08.290952
1.0,0,"490,496,493",lemon,981.5,2019-01-01 09:13:06.232253
0.5,0,"490,496,492",lemon,981.0,2019-01-01 09:22:04.069806
1.0,-1,"490,496,492",water,980.0,2019-01-01 09:31:02.726157
1.0,0,"490,496,491",lemon,979.0,2019-01-01 09:40:00.260990
1.0,25,"489,496,491",pine_needle,978.0,2019-01-01 09:48:58.288413
1.0,25,"488,496,491",pine_needle,977.0,2019-01-01 09:57:56.067290
0.5,-1,"488,496,491",water,976.5,2019-01-01 10:06:54.222651
1.0,0,"488,496,490",lemon,975.5,2019-01-01 10:15:09.116136
0.5,-1,"488,496,490",water,975.0,2019-01-01 10:23:23.602478
1.0,25,"487,496,490",pine_needle,974.0,2019-01-01 10:31:38.386848
1.0,0,"487,496,489",lemon,973.0,2019-01-01 10:39:51.891732
1.0,25,"486,496,489",pine_needle,972.0,2019-01-01 10:48:05.496358
1.0,0,"486,496,488",lemon,971.0,2019-01-01 10:56:19.068303
0.5,0,"486,496,487",lemon,970.5,2019-01-01 11:04:33.024871
1.0,-1,"486,496,487",water,969.5,2019-01-01 11:12:23.932118
1.0,0,"486,496,486",lemon,968.5,2019-01-01 11:20:14.357985
0.5,-1,"486,496,486",water,968.0,2019-01-01 11:28:05.690219
1.0,19,"486,495,486",cucumber,967.0,2019-01-01 11:35:55.864986
1.0,25,"485,495,486",pine_needle,966.0,2019-01-01 11:43:46.612109
1.0,0,"485,495,485",lemon,965.0,2019-01-01 11:51:36.472435
0.5,-1,"485,495,485",water,964.5,2019-01-01 11:59:26.343761
0.5,0,"485,495,484",lemon,964.0,2019-01-01 12:07:21.946966
0.5,25,"484,495,484",pine_needle,963.5,2019-01-01 12:15:05.029452
1.0,0,"484,495,483",lemon,962.5,2019-01-01 12:22:47.259964
1.0,0,"484,495,482",lemon,961.5,2019-01-01 12:30:31.812827
1.0,25,"483,495,482",pine_needle,960.5,2019-01-01 12:38:15.331806
0.5,-1,"483,495,482",water,960.0,2019-01-01 12:45:57.447424
1.0,0,"483,495,481",lemon,959.0,2019-01-01 12:53:40.519282
1.0,25,"482,495,481",pine_needle,958.0,2019-01-01 13:01:22.547930
0.5,25,"481,495,481",pine_needle,957.5,2019-01-01 13:09:13.708922
